Release_date=2017-03-01
Gene	Domaine	Start	End	Accession
GPSM2_CCDS792.2	TPR_12	243	314	PF13424.5
GPSM2_CCDS792.2	GoLoco	490	509	PF02188.16
GPSM2_CCDS792.2	GoLoco	545	566	PF02188.16
GPSM2_CCDS792.2	GoLoco	595	615	PF02188.16
GPSM2_CCDS792.2	GoLoco	629	650	PF02188.16
CLCC1_CCDS793.1	MCLC	3	113	PF05934.10
CLCC1_CCDS793.1	MCLC	114	501	PF05934.10
SARS_CCDS795.1	tRNA-synt_2b	259	444	PF00587.24
SARS_CCDS795.1	Seryl_tRNA_N	2	99	PF02403.21
CELSR2_CCDS796.1	Laminin_G_2	1395	1553	PF02210.23
CELSR2_CCDS796.1	Laminin_G_2	1644	1769	PF02210.23
CELSR2_CCDS796.1	GAIN	2052	2288	PF16489.4
CELSR2_CCDS796.1	GPS	2317	2362	PF01825.20
CELSR2_CCDS796.1	EGF	1578	1607	PF00008.26
CELSR2_CCDS796.1	hEGF	1337	1358	PF12661.6
CELSR2_CCDS796.1	Cadherin	186	280	PF00028.16
CELSR2_CCDS796.1	Cadherin	295	385	PF00028.16
CELSR2_CCDS796.1	Cadherin	404	495	PF00028.16
CELSR2_CCDS796.1	Cadherin	511	601	PF00028.16
CELSR2_CCDS796.1	Cadherin	615	703	PF00028.16
CELSR2_CCDS796.1	Cadherin	717	805	PF00028.16
CELSR2_CCDS796.1	Cadherin	820	912	PF00028.16
CELSR2_CCDS796.1	Cadherin	928	1013	PF00028.16
CELSR2_CCDS796.1	Laminin_EGF	1924	1964	PF00053.23
CELSR2_CCDS796.1	7tm_2	2376	2605	PF00002.23
PSRC1_CCDS797.1	GTSE1_N	9	97	PF15259.5
SORT1_CCDS798.1	Sortilin_C	575	740	PF15901.4
SORT1_CCDS798.1	Sortilin-Vps10	143	572	PF15902.4
PSMA5_CCDS799.1	Proteasome	31	220	PF00227.25
PSMA5_CCDS799.1	Proteasome_A_N	8	30	PF10584.8
CYB561D1_CCDS800.1	Cytochrom_B561	54	191	PF03188.15
GPR61_CCDS801.1	7tm_1	59	341	PF00001.20
GNAI3_CCDS802.1	G-alpha	15	343	PF00503.19
GNAT2_CCDS803.1	G-alpha	14	343	PF00503.19
AMPD2_CCDS804.1	A_deaminase	330	736	PF00962.21
AMPD2_CCDS805.1	A_deaminase	411	817	PF00962.21
GSTM4_CCDS806.1	GST_C	106	188	PF00043.24
GSTM4_CCDS806.1	GST_N	3	82	PF02798.19
GSTM4_CCDS807.1	GST_N	3	82	PF02798.19
GSTM4_CCDS807.1	GST_C_3	106	200	PF14497.5
GSTM2_CCDS808.1	GST_C	104	189	PF00043.24
GSTM2_CCDS808.1	GST_N	3	82	PF02798.19
GSTM1_CCDS809.1	GST_N	5	82	PF02798.19
GSTM1_CCDS809.1	GST_C_3	106	200	PF14497.5
GSTM1_CCDS810.1	GST_N	5	82	PF02798.19
GSTM5_CCDS811.1	GST_C	105	189	PF00043.24
GSTM5_CCDS811.1	GST_N	3	82	PF02798.19
GSTM3_CCDS812.1	GST_C	109	195	PF00043.24
GSTM3_CCDS812.1	GST_N	7	86	PF02798.19
EPS8L3_CCDS813.1	SH3_1	427	471	PF00018.27
EPS8L3_CCDS813.1	PTB	28	150	PF08416.12
EPS8L3_CCDS814.1	SH3_1	457	501	PF00018.27
EPS8L3_CCDS814.1	PTB	28	150	PF08416.12
EPS8L3_CCDS815.1	SH3_1	458	502	PF00018.27
EPS8L3_CCDS815.1	PTB	28	150	PF08416.12
CSF1_CCDS816.1	CSF-1	41	180	PF05337.10
CSF1_CCDS817.1	CSF-1	41	180	PF05337.10
AHCYL1_CCDS818.1	AdoHcyase_NAD	289	449	PF00670.20
AHCYL1_CCDS818.1	AdoHcyase	104	239	PF05221.16
ALX3_CCDS819.1	Homeobox	154	210	PF00046.28
UBL4B_CCDS820.1	ubiquitin	3	70	PF00240.22
KCNC4_CCDS821.1	Ion_trans	226	480	PF00520.30
KCNC4_CCDS821.1	Potassium_chann	1	29	PF11404.7
KCNC4_CCDS821.1	BTB_2	38	143	PF02214.21
RBM15_CCDS822.1	RRM_1	181	245	PF00076.21
RBM15_CCDS822.1	RRM_1	376	444	PF00076.21
RBM15_CCDS822.1	SPOC	781	955	PF07744.12
SLC16A4_CCDS823.1	MFS_1	28	360	PF07690.15
LAMTOR5_CCDS824.1	LAMTOR5	83	170	PF16672.4
PROK1_CCDS825.1	Prokineticin	1	97	PF06607.10
KCNA10_CCDS826.1	Ion_trans	218	467	PF00520.30
KCNA10_CCDS826.1	BTB_2	88	179	PF02214.21
KCNA2_CCDS827.1	Ion_trans	163	420	PF00520.30
KCNA2_CCDS827.1	BTB_2	35	125	PF02214.21
KCNA3_CCDS828.2	Ion_trans	237	490	PF00520.30
KCNA3_CCDS828.2	BTB_2	106	197	PF02214.21
CD53_CCDS829.1	Tetraspannin	9	209	PF00335.19
CEPT1_CCDS830.1	CDP-OH_P_transf	83	158	PF01066.20
DENND2D_CCDS831.1	uDENN	73	140	PF03456.17
DENND2D_CCDS831.1	dDENN	404	451	PF03455.18
DENND2D_CCDS831.1	DENN	150	332	PF02141.20
CHIA_CCDS832.1	CBM_14	322	368	PF01607.23
CHIA_CCDS832.1	Glyco_hydro_18	1	257	PF00704.27
OVGP1_CCDS834.1	Glyco_hydro_18	23	360	PF00704.27
WDR77_CCDS835.1	WD40	160	196	PF00400.31
ATP5F1_CCDS836.1	Mt_ATP-synt_B	83	244	PF05405.13
ADORA3_CCDS838.1	7tm_1	29	121	PF00001.20
ADORA3_CCDS839.1	7tm_1	29	282	PF00001.20
RAP1A_CCDS840.1	Ras	5	166	PF00071.21
FAM212B_CCDS841.1	FAM212	119	175	PF15342.5
DDX20_CCDS842.1	Helicase_C	295	404	PF00271.30
DDX20_CCDS842.1	DEAD	87	248	PF00270.28
KCND3_CCDS843.1	Ion_trans	184	413	PF00520.30
KCND3_CCDS843.1	DUF3399	442	562	PF11879.7
KCND3_CCDS843.1	BTB_2	42	131	PF02214.21
KCND3_CCDS843.1	Shal-type	3	31	PF11601.7
KCND3_CCDS844.1	Ion_trans	184	413	PF00520.30
KCND3_CCDS844.1	DUF3399	442	543	PF11879.7
KCND3_CCDS844.1	BTB_2	42	131	PF02214.21
KCND3_CCDS844.1	Shal-type	3	31	PF11601.7
CTTNBP2NL_CCDS845.1	CortBP2	3	188	PF09727.8
WNT2B_CCDS846.1	wnt	56	361	PF00110.18
WNT2B_CCDS847.1	wnt	75	380	PF00110.18
ST7L_CCDS848.1	ST7	42	547	PF04184.11
ST7L_CCDS849.1	ST7	44	530	PF04184.11
ST7L_CCDS850.1	ST7	42	469	PF04184.11
ST7L_CCDS852.1	ST7	42	553	PF04184.11
MOV10_CCDS853.1	AAA_30	500	689	PF13604.5
MOV10_CCDS853.1	AAA_12	700	922	PF13087.5
RHOC_CCDS854.1	Ras	7	177	PF00071.21
PPM1J_CCDS855.2	PP2C	221	309	PF00481.20
PPM1J_CCDS855.2	PP2C	370	453	PF00481.20
FAM19A3_CCDS856.1	TAFA	43	131	PF12020.7
SLC16A1_CCDS858.1	MFS_1	27	406	PF07690.15
MAGI3_CCDS860.1	PDZ	413	477	PF00595.23
MAGI3_CCDS860.1	PDZ	730	806	PF00595.23
MAGI3_CCDS860.1	PDZ	852	934	PF00595.23
MAGI3_CCDS860.1	PDZ	1023	1099	PF00595.23
MAGI3_CCDS860.1	WW	295	324	PF00397.25
MAGI3_CCDS860.1	WW	341	370	PF00397.25
MAGI3_CCDS860.1	Guanylate_kin	141	191	PF00625.20
PHTF1_CCDS861.1	Phtf-FEM1B_bdg	6	150	PF12129.7
PTPN22_CCDS863.1	Y_phosphatase	54	288	PF00102.26
PTPN22_CCDS864.2	Y_phosphatase	54	253	PF00102.26
AP4B1_CCDS865.1	Adaptin_N	11	522	PF01602.19
AP4B1_CCDS865.1	B2-adapt-app_C	622	731	PF09066.9
DCLRE1B_CCDS866.1	DRMBL	265	299	PF07522.13
HIPK1_CCDS867.1	Pkinase	190	518	PF00069.24
HIPK1_CCDS868.1	Pkinase	190	518	PF00069.24
OLFML3_CCDS870.1	OLF	139	399	PF02191.15
SYT6_CCDS871.1	C2	160	249	PF00168.29
SYT6_CCDS871.1	C2	291	394	PF00168.29
TRIM33_CCDS872.1	Bromodomain	966	1049	PF00439.24
TRIM33_CCDS872.1	PHD	890	932	PF00628.28
TRIM33_CCDS872.1	zf-B_box	273	310	PF00643.23
TRIM33_CCDS872.1	zf-RING_UBOX	125	182	PF13445.5
TRIM33_CCDS873.1	Bromodomain	966	1049	PF00439.24
TRIM33_CCDS873.1	PHD	890	932	PF00628.28
TRIM33_CCDS873.1	zf-B_box	273	310	PF00643.23
TRIM33_CCDS873.1	zf-RING_UBOX	125	182	PF13445.5
BCAS2_CCDS874.1	BCAS2	12	215	PF05700.10
DENND2C_CCDS875.1	uDENN	453	519	PF03456.17
DENND2C_CCDS875.1	dDENN	790	837	PF03455.18
DENND2C_CCDS875.1	DENN	530	712	PF02141.20
AMPD1_CCDS876.2	A_deaminase	329	735	PF00962.21
NRAS_CCDS877.1	Ras	5	164	PF00071.21
SIKE1_CCDS878.1	SIKE	2	187	PF05769.10
SYCP1_CCDS879.1	SCP-1	28	792	PF05483.11
TSHB_CCDS880.1	Cys_knot	20	125	PF00007.21
TSPAN2_CCDS881.1	Tetraspannin	11	213	PF00335.19
NGF_CCDS882.1	NGF	129	237	PF00243.17
VANGL1_CCDS883.1	Strabismus	25	524	PF06638.10
CASQ2_CCDS884.1	Calsequestrin	2	381	PF01216.16
NHLH2_CCDS885.1	HLH	79	129	PF00010.25
MAB21L3_CCDS886.1	Mab-21	58	351	PF03281.13
ATP1A1_CCDS887.1	Cation_ATPase_C	799	1008	PF00689.20
ATP1A1_CCDS887.1	Cation_ATPase	427	521	PF13246.5
ATP1A1_CCDS887.1	E1-E2_ATPase	164	354	PF00122.19
ATP1A1_CCDS887.1	Cation_ATPase_N	44	111	PF00690.25
CD2_CCDS889.1	C2-set	135	205	PF05790.14
CD2_CCDS889.1	V-set	32	126	PF07686.16
PTGFRN_CCDS890.1	V-set	32	140	PF07686.16
PTGFRN_CCDS890.1	V-set	283	384	PF07686.16
CD101_CCDS891.1	I-set	414	520	PF07679.15
CD101_CCDS891.1	V-set	33	142	PF07686.16
CD101_CCDS891.1	V-set	154	255	PF07686.16
CD101_CCDS891.1	V-set	823	914	PF07686.16
TTF2_CCDS892.1	SNF2_N	585	932	PF00176.22
TTF2_CCDS892.1	zf-GRF	5	39	PF06839.11
TTF2_CCDS892.1	Helicase_C	992	1106	PF00271.30
TRIM45_CCDS893.1	Filamin	396	494	PF00630.18
TRIM45_CCDS893.1	zf-B_box	188	224	PF00643.23
TRIM45_CCDS893.1	zf-RING_UBOX	29	55	PF13445.5
VTCN1_CCDS894.1	V-set	47	138	PF07686.16
MAN1A2_CCDS895.1	Glyco_hydro_47	187	625	PF01532.19
FAM46C_CCDS896.1	NTP_transf_7	17	335	PF07984.11
GDAP2_CCDS897.1	CRAL_TRIO_2	349	481	PF13716.5
GDAP2_CCDS897.1	Macro	72	185	PF01661.20
WDR3_CCDS898.1	ANAPC4_WD40	60	115	PF12894.6
WDR3_CCDS898.1	Utp12	806	906	PF04003.11
WDR3_CCDS898.1	WD40	142	177	PF00400.31
WDR3_CCDS898.1	WD40	182	219	PF00400.31
WDR3_CCDS898.1	WD40	410	442	PF00400.31
WDR3_CCDS898.1	WD40	487	524	PF00400.31
WDR3_CCDS898.1	WD40	586	618	PF00400.31
WDR3_CCDS898.1	WD40	624	661	PF00400.31
WDR3_CCDS898.1	WD40	666	702	PF00400.31
SPAG17_CCDS899.1	PapD-like	2076	2150	PF14874.5
WARS2_CCDS900.1	tRNA-synt_1b	33	314	PF00579.24
HAO2_CCDS901.1	FMN_dh	13	347	PF01070.17
HSD3B2_CCDS902.1	3Beta_HSD	6	287	PF01073.18
HSD3B1_CCDS903.1	3Beta_HSD	7	288	PF01073.18
PHGDH_CCDS904.1	2-Hacid_dh	9	317	PF00389.29
PHGDH_CCDS904.1	2-Hacid_dh_C	112	285	PF02826.18
HMGCS2_CCDS905.1	HMG_CoA_synt_C	225	506	PF08540.9
HMGCS2_CCDS905.1	HMG_CoA_synt_N	50	223	PF01154.16
REG4_CCDS906.1	Lectin_C	49	156	PF00059.20
ADAM30_CCDS907.1	ADAM_CR	485	593	PF08516.11
ADAM30_CCDS907.1	Reprolysin	203	393	PF01421.18
ADAM30_CCDS907.1	Pep_M12B_propep	59	160	PF01562.18
ADAM30_CCDS907.1	Disintegrin	408	480	PF00200.22
NOTCH2_CCDS908.1	Ank_2	1858	1932	PF12796.6
NOTCH2_CCDS908.1	Ank_2	1948	2039	PF12796.6
NOTCH2_CCDS908.1	hEGF	230	252	PF12661.6
NOTCH2_CCDS908.1	hEGF	347	367	PF12661.6
NOTCH2_CCDS908.1	hEGF	579	599	PF12661.6
NOTCH2_CCDS908.1	hEGF	729	749	PF12661.6
NOTCH2_CCDS908.1	EGF	68	99	PF00008.26
NOTCH2_CCDS908.1	EGF	113	140	PF00008.26
NOTCH2_CCDS908.1	EGF	148	177	PF00008.26
NOTCH2_CCDS908.1	EGF	264	292	PF00008.26
NOTCH2_CCDS908.1	EGF	379	410	PF00008.26
NOTCH2_CCDS908.1	EGF	460	489	PF00008.26
NOTCH2_CCDS908.1	EGF	498	527	PF00008.26
NOTCH2_CCDS908.1	EGF	536	564	PF00008.26
NOTCH2_CCDS908.1	EGF	611	639	PF00008.26
NOTCH2_CCDS908.1	EGF	649	678	PF00008.26
NOTCH2_CCDS908.1	EGF	686	711	PF00008.26
NOTCH2_CCDS908.1	EGF	761	789	PF00008.26
NOTCH2_CCDS908.1	EGF	799	829	PF00008.26
NOTCH2_CCDS908.1	EGF	837	869	PF00008.26
NOTCH2_CCDS908.1	EGF	915	944	PF00008.26
NOTCH2_CCDS908.1	EGF	953	982	PF00008.26
NOTCH2_CCDS908.1	EGF	991	1020	PF00008.26
NOTCH2_CCDS908.1	EGF	1029	1059	PF00008.26
NOTCH2_CCDS908.1	EGF	1067	1097	PF00008.26
NOTCH2_CCDS908.1	EGF	1120	1145	PF00008.26
NOTCH2_CCDS908.1	EGF	1153	1182	PF00008.26
NOTCH2_CCDS908.1	EGF	1191	1219	PF00008.26
NOTCH2_CCDS908.1	EGF	1229	1260	PF00008.26
NOTCH2_CCDS908.1	EGF	1308	1341	PF00008.26
NOTCH2_CCDS908.1	NODP	1618	1672	PF07684.11
NOTCH2_CCDS908.1	NOD	1539	1594	PF06816.12
NOTCH2_CCDS908.1	Notch	1423	1456	PF00066.16
NOTCH2_CCDS908.1	Notch	1463	1497	PF00066.16
NOTCH2_CCDS908.1	Notch	1501	1534	PF00066.16
NOTCH2_CCDS908.1	EGF_CA	182	214	PF07645.14
NOTCH2_CCDS908.1	EGF_CA	298	331	PF07645.14
NOTCH2_CCDS908.1	EGF_CA	415	449	PF07645.14
NOTCH2_CCDS908.1	EGF_CA	873	904	PF07645.14
NOTCH2_CCDS908.1	DUF3454	2382	2444	PF11936.7
NOTCH2NL_CCDS909.1	EGF	29	60	PF00008.26
NOTCH2NL_CCDS909.1	EGF	74	101	PF00008.26
NOTCH2NL_CCDS909.1	EGF	109	138	PF00008.26
NOTCH2NL_CCDS909.1	EGF_CA	143	175	PF07645.14
HFE2_CCDS910.1	RGM_C	230	389	PF06534.12
HFE2_CCDS910.1	RGM_N	37	226	PF06535.11
HFE2_CCDS911.1	RGM_C	117	276	PF06534.12
HFE2_CCDS911.1	RGM_N	1	113	PF06535.11
HFE2_CCDS912.1	RGM_C	4	163	PF06534.12
TXNIP_CCDS913.1	Arrestin_C	175	298	PF02752.21
TXNIP_CCDS913.1	Arrestin_N	10	152	PF00339.28
POLR3GL_CCDS914.1	RNA_pol_3_Rpc31	4	204	PF11705.7
LIX1L_CCDS915.1	LIX1	80	328	PF14954.5
RBM8A_CCDS916.1	RRM_1	75	144	PF00076.21
PEX11B_CCDS917.1	PEX11	1	250	PF05648.13
ITGA10_CCDS918.1	Integrin_alpha2	642	1018	PF08441.11
ITGA10_CCDS918.1	VWA	167	348	PF00092.27
ITGA10_CCDS918.1	FG-GAP	486	525	PF01839.22
ITGA10_CCDS918.1	FG-GAP	549	584	PF01839.22
ANKRD35_CCDS919.1	Ank_2	35	114	PF12796.6
ANKRD35_CCDS919.1	Ank_2	119	183	PF12796.6
ANKRD35_CCDS919.1	Ank_2	185	228	PF12796.6
PIAS3_CCDS920.2	zf-MIZ	323	371	PF02891.19
PIAS3_CCDS920.2	PINIT	127	278	PF14324.5
POLR3C_CCDS921.1	RNA_pol_Rpc82	146	345	PF05645.12
POLR3C_CCDS921.1	HTH_9	7	66	PF08221.10
RNF115_CCDS922.1	zf-RING_2	227	269	PF13639.5
PDZK1_CCDS924.1	PDZ	11	87	PF00595.23
PDZK1_CCDS924.1	PDZ	140	209	PF00595.23
PDZK1_CCDS924.1	PDZ	245	319	PF00595.23
PDZK1_CCDS924.1	PDZ	383	454	PF00595.23
PRKAB2_CCDS925.1	AMPK1_CBM	78	161	PF16561.4
PRKAB2_CCDS925.1	AMPKBI	203	271	PF04739.14
FMO5_CCDS926.1	FMO-like	3	532	PF00743.18
CHD1L_CCDS927.1	SNF2_N	62	327	PF00176.22
CHD1L_CCDS927.1	Helicase_C	353	459	PF00271.30
ACP6_CCDS928.1	His_Phos_2	49	378	PF00328.21
GJA5_CCDS929.1	Connexin40_C	259	358	PF16791.4
GJA5_CCDS929.1	Connexin	3	231	PF00029.18
GPR89B_CCDS930.1	ABA_GPCR	277	446	PF12430.7
GPR89B_CCDS930.1	GPHR_N	142	207	PF12537.7
NBPF15_CCDS932.1	DUF1220	180	240	PF06758.12
NBPF15_CCDS932.1	DUF1220	264	325	PF06758.12
NBPF15_CCDS932.1	DUF1220	338	400	PF06758.12
NBPF15_CCDS932.1	DUF1220	411	476	PF06758.12
NBPF15_CCDS932.1	DUF1220	486	551	PF06758.12
NBPF15_CCDS932.1	DUF1220	580	644	PF06758.12
FCGR1A_CCDS933.1	Ig_2	107	172	PF13895.5
FCGR1A_CCDS933.1	Ig_3	23	86	PF13927.5
FCGR1A_CCDS933.1	ig	198	272	PF00047.24
HIST2H2AA3_CCDS934.1	Histone	5	89	PF00125.23
HIST2H2AA3_CCDS934.1	Histone_H2A_C	92	126	PF16211.4
HIST2H2BE_CCDS936.1	Histone	10	101	PF00125.23
HIST2H2AC_CCDS937.1	Histone	5	89	PF00125.23
HIST2H2AC_CCDS937.1	Histone_H2A_C	92	125	PF16211.4
HIST2H2AB_CCDS938.1	Histone	5	89	PF00125.23
HIST2H2AB_CCDS938.1	Histone_H2A_C	92	125	PF16211.4
BOLA1_CCDS939.1	BolA	40	113	PF01722.17
SV2A_CCDS940.1	Pentapeptide_4	516	579	PF13599.5
SV2A_CCDS940.1	Sugar_tr	193	461	PF00083.23
SV2A_CCDS940.1	MFS_1	600	726	PF07690.15
SF3B4_CCDS941.1	RRM_1	15	85	PF00076.21
SF3B4_CCDS941.1	RRM_1	102	172	PF00076.21
MTMR11_CCDS942.1	Myotub-related	135	234	PF06602.13
MTMR11_CCDS942.1	Myotub-related	249	410	PF06602.13
MTMR11_CCDS942.1	3-PAP	480	605	PF12578.7
VPS45_CCDS944.1	Sec1	23	546	PF00995.22
PLEKHO1_CCDS945.1	PH	24	131	PF00169.28
ANP32E_CCDS946.1	LRR_9	34	146	PF14580.5
CA14_CCDS947.1	Carb_anhydrase	21	277	PF00194.20
C1orf54_CCDS948.1	DUF4634	1	129	PF15465.5
CIART_CCDS949.1	Ciart	92	369	PF15673.4
MRPS21_CCDS950.1	Ribosomal_S21	11	64	PF01165.19
PRPF3_CCDS951.1	PRP3	308	521	PF08572.9
PRPF3_CCDS951.1	PWI	9	77	PF01480.16
PRPF3_CCDS951.1	DUF1115	545	673	PF06544.11
TARS2_CCDS952.1	tRNA-synt_2b	400	601	PF00587.24
TARS2_CCDS952.1	TGS	61	120	PF02824.20
TARS2_CCDS952.1	HGTP_anticodon	615	705	PF03129.19
TARS2_CCDS952.1	tRNA_SAD	229	276	PF07973.13
ECM1_CCDS953.1	ECM1	1	540	PF05782.10
ECM1_CCDS954.1	ECM1	1	241	PF05782.10
ECM1_CCDS954.1	ECM1	237	415	PF05782.10
ADAMTSL4_CCDS955.1	TSP_1	48	74	PF00090.18
ADAMTSL4_CCDS955.1	TSP_1	730	783	PF00090.18
ADAMTSL4_CCDS955.1	TSP_1	790	841	PF00090.18
ADAMTSL4_CCDS955.1	TSP_1	916	970	PF00090.18
ADAMTSL4_CCDS955.1	TSP_1	977	1025	PF00090.18
ADAMTSL4_CCDS955.1	ADAM_spacer1	487	599	PF05986.13
ADAMTSL4_CCDS955.1	PLAC	1033	1062	PF08686.10
MCL1_CCDS957.1	Bcl-2	213	312	PF00452.18
ENSA_CCDS958.1	Endosulfine	32	105	PF04667.16
ENSA_CCDS961.1	Endosulfine	28	102	PF04667.16
ENSA_CCDS963.1	Endosulfine	32	106	PF04667.16
ENSA_CCDS964.1	Endosulfine	28	102	PF04667.16
GOLPH3L_CCDS966.1	GPP34	48	259	PF05719.10
HORMAD1_CCDS967.1	HORMA	26	220	PF02301.17
CTSS_CCDS968.1	Peptidase_C1	115	329	PF00112.22
CTSS_CCDS968.1	Inhibitor_I29	28	87	PF08246.11
CTSK_CCDS969.1	Peptidase_C1	116	327	PF00112.22
CTSK_CCDS969.1	Inhibitor_I29	26	85	PF08246.11
ARNT_CCDS970.1	HLH	91	142	PF00010.25
ARNT_CCDS970.1	PAS	166	269	PF00989.24
ARNT_CCDS970.1	PAS_11	362	463	PF14598.5
ARNT_CCDS971.1	HLH	76	127	PF00010.25
ARNT_CCDS971.1	PAS	151	254	PF00989.24
ARNT_CCDS971.1	PAS_11	347	448	PF14598.5
SETDB1_CCDS972.1	SET	814	1265	PF00856.27
SETDB1_CCDS972.1	MBD	595	666	PF01429.18
SETDB1_CCDS972.1	Pre-SET	683	795	PF05033.15
CERS2_CCDS973.1	Homeobox	81	126	PF00046.28
CERS2_CCDS973.1	TRAM_LAG1_CLN8	132	325	PF03798.15
ANXA9_CCDS975.2	Annexin	46	110	PF00191.19
ANXA9_CCDS975.2	Annexin	117	182	PF00191.19
ANXA9_CCDS975.2	Annexin	201	264	PF00191.19
ANXA9_CCDS975.2	Annexin	274	339	PF00191.19
FAM63A_CCDS976.1	MINDY_DUB	143	266	PF04424.12
PRUNE_CCDS977.1	DHHA2	217	358	PF02833.13
PRUNE_CCDS977.1	DHH	20	172	PF01368.19
BNIPL_CCDS978.2	CRAL_TRIO_2	214	349	PF13716.5
BNIPL_CCDS978.2	BNIP2	84	211	PF12496.7
C1orf56_CCDS980.1	PMSI1	24	336	PF15322.5
MLLT11_CCDS982.1	WRNPLPNID	7	79	PF15017.5
GABPB2_CCDS983.1	Ank_2	11	101	PF12796.6
GABPB2_CCDS983.1	Ank_4	105	153	PF13637.5
SEMA6C_CCDS984.1	Sema	71	474	PF01403.18
TNFAIP8L2_CCDS985.1	DUF758	4	182	PF05527.10
LYSMD1_CCDS986.1	LysM	44	85	PF01476.19
SCNM1_CCDS987.1	SCNM1_acidic	183	228	PF15805.4
SCNM1_CCDS987.1	zf-SCNM1	44	69	PF15803.4
TMOD4_CCDS988.1	Tropomodulin	4	143	PF03250.13
VPS72_CCDS989.1	YL1_C	291	319	PF08265.10
VPS72_CCDS989.1	YL1	7	216	PF05764.12
PIP5K1A_CCDS990.1	PIP5K	154	434	PF01504.17
PSMD4_CCDS991.1	UIM	212	227	PF02809.19
PSMD4_CCDS991.1	UIM	282	297	PF02809.19
PSMD4_CCDS991.1	VWA_2	6	113	PF13519.5
ZNF687_CCDS992.1	zf-C2H2_11	1133	1159	PF16622.4
ZNF687_CCDS992.1	zf-C2H2	993	1016	PF00096.25
ZNF687_CCDS992.1	zf-C2H2	1201	1222	PF00096.25
PI4KB_CCDS993.1	PI3_PI4_kinase	572	766	PF00454.26
RFX5_CCDS994.1	RFX_DNA_binding	91	167	PF02257.14
RFX5_CCDS994.1	RFX5_DNA_bdg	396	614	PF14621.5
SELENBP1_CCDS995.1	SBP56	7	472	PF05694.10
PSMB4_CCDS996.1	Proteasome	50	237	PF00227.25
POGZ_CCDS997.1	DDE_1	1156	1286	PF03184.18
POGZ_CCDS997.1	HTH_Tnp_Tc5	1026	1082	PF03221.15
POGZ_CCDS998.1	DDE_1	1103	1233	PF03184.18
POGZ_CCDS998.1	HTH_Tnp_Tc5	973	1029	PF03221.15
CGN_CCDS999.1	Myosin_tail_1	795	1153	PF01576.18
SNX27_CCDS1001.1	PDZ	45	132	PF00595.23
SNX27_CCDS1001.1	PX	169	264	PF00787.23
SNX27_CCDS1001.1	RA	276	360	PF00788.22
CELF3_CCDS1002.1	RRM_1	9	76	PF00076.21
CELF3_CCDS1002.1	RRM_1	97	161	PF00076.21
CELF3_CCDS1002.1	RRM_1	382	452	PF00076.21
MRPL9_CCDS1003.1	Ribosomal_L9_N	95	139	PF01281.18
RORC_CCDS1004.1	zf-C4	30	98	PF00105.17
RORC_CCDS1004.1	Hormone_recep	324	486	PF00104.29
THEM5_CCDS1005.1	4HBT	155	228	PF03061.21
THEM4_CCDS1006.1	4HBT	149	221	PF03061.21
S100A10_CCDS1008.1	S_100	5	44	PF01023.18
S100A11_CCDS1009.1	S_100	10	52	PF01023.18
S100A11_CCDS1009.1	EF-hand_1	60	84	PF00036.31
CRNN_CCDS1010.1	S_100	4	45	PF01023.18
LCE5A_CCDS1011.1	LCE	30	111	PF14672.5
CRCT1_CCDS1012.1	NICE-1	9	98	PF15845.4
LCE3E_CCDS1013.1	LCE	19	92	PF14672.5
LCE3D_CCDS1014.1	LCE	19	92	PF14672.5
LCE3C_CCDS1015.1	LCE	19	94	PF14672.5
LCE3B_CCDS1016.1	LCE	19	95	PF14672.5
LCE3A_CCDS1017.1	LCE	14	89	PF14672.5
LCE2D_CCDS1018.1	LCE	54	110	PF14672.5
LCE2C_CCDS1019.1	LCE	54	110	PF14672.5
LCE2B_CCDS1020.1	LCE	23	110	PF14672.5
LCE2A_CCDS1021.1	LCE	26	55	PF14672.5
LCE2A_CCDS1021.1	LCE	51	106	PF14672.5
LCE4A_CCDS1022.1	LCE	23	99	PF14672.5
LCE1F_CCDS1023.1	LCE	27	62	PF14672.5
LCE1F_CCDS1023.1	LCE	59	118	PF14672.5
LCE1E_CCDS1024.1	LCE	27	60	PF14672.5
LCE1E_CCDS1024.1	LCE	59	118	PF14672.5
LCE1D_CCDS1025.1	LCE	55	114	PF14672.5
LCE1C_CCDS1026.1	LCE	27	60	PF14672.5
LCE1C_CCDS1026.1	LCE	59	118	PF14672.5
LCE1B_CCDS1027.1	LCE	27	60	PF14672.5
LCE1B_CCDS1027.1	LCE	59	118	PF14672.5
LCE1A_CCDS1028.1	LCE	27	110	PF14672.5
IVL_CCDS1030.1	Involucrin_N	1	69	PF10583.8
IVL_CCDS1030.1	Involucrin	104	112	PF00904.16
IVL_CCDS1030.1	Involucrin	156	165	PF00904.16
IVL_CCDS1030.1	Involucrin	166	175	PF00904.16
IVL_CCDS1030.1	Involucrin	176	185	PF00904.16
IVL_CCDS1030.1	Involucrin	186	195	PF00904.16
IVL_CCDS1030.1	Involucrin	196	205	PF00904.16
IVL_CCDS1030.1	Involucrin	206	215	PF00904.16
IVL_CCDS1030.1	Involucrin	216	225	PF00904.16
IVL_CCDS1030.1	Involucrin	226	235	PF00904.16
IVL_CCDS1030.1	Involucrin	238	245	PF00904.16
IVL_CCDS1030.1	Involucrin	247	255	PF00904.16
IVL_CCDS1030.1	Involucrin	257	265	PF00904.16
IVL_CCDS1030.1	Involucrin	266	274	PF00904.16
